id,count,avg,popularity,profit,ratio,title
121873,1,3.55,1.6732951390432504,0.0,0.0,Hannah Arendt
122857,1,2.55,2.55624132156343,-2.1042282978320084,0.0,Universal Soldier: Day of Reckoning
124071,1,3.4,1.0912126453771918,0.0,0.0,How to Make Money Selling Drugs
127560,1,3.35,1.808193848641477,0.21462842251014244,0.0,The Railway Man
127884,1,2.5,2.1481445044806584,0.0,0.0,Come Out and Play
131673,1,2.2,0.8204294002135458,0.0,0.0,It's in the Blood
135579,1,2.15,0.9718355556887576,0.0,0.0,Dead Before Dawn 3D
149085,1,2.95,1.1520639521004747,0.0,0.0,Tai Chi Hero
149763,1,3.15,0.8631076529681369,0.0,0.0,Men Do what Men Can
152780,1,3.55,2.215561534112035,-0.034050747757841435,0.0,The Past
154073,1,3.65,0.7499149625576541,0.0,0.0,Kid Blue
157834,1,2.95,2.3970416358267097,-2.4005144645943632,0.0,The Zero Theorem
158483,1,3.65,0.7636904495593092,0.0,0.0,Mei and the Kittenbus
158752,1,2.4,1.462941232539511,0.0,0.0,Escape from Tomorrow
158916,1,3.0,1.7578339517479546,-7.037701270112578,0.0,Sweetwater
160704,1,3.25,2.0087165906516664,1.69388546860504,0.0,The Berlin File
164331,1,1.95,2.399025361280502,0.0,0.0,Spiders
112949,1,3.45,2.0279405941549182,1.2486129404577042,0.0,Safe Haven
110160,1,3.85,2.1511783118978407,-6.6535211405978965,0.0,Laurence Anyways
252178,1,3.35,1.957351588304232,0.0,0.0,'71
105077,1,3.3,1.823091294204685,0.0,0.0,Battlestar Galactica: The Plan
85739,1,3.35,2.1795405774964447,0.0,0.0,A.C.A.B.: All Cops Are Bastards
86593,1,3.35,1.3557856678746996,0.0,0.0,Wild Bill
88318,1,2.4,1.2735575406263482,0.0,0.0,Secrets of Eden
89708,1,4.0,2.2503626302211157,0.0,0.0,Samsara
90125,1,3.75,1.762216851855535,0.0,1.2998046875,Marley
90125,1,3.75,1.762216851855535,0.0,0.35009765625,Marley
90125,1,3.75,1.762216851855535,0.0,0.7998046875,Marley
94047,1,3.8,1.7478354461661054,0.0,0.0,My Way
97630,1,3.35,2.2668856847630536,1.2001207647385057,0.0,Zero Dark Thirty
97690,1,3.45,1.420661970840314,0.0,0.0,We Are Legion: The Story of the Hacktivists
97795,1,2.5,1.9709225711283576,0.0,0.0,Emergo
98339,1,2.6,2.444195760206474,-8.468006280564357,0.0,The Samaritan
99223,1,2.45,0.8159513668917057,0.0,0.0,FDR: American Badass!
28296,1,2.95,1.60986502121016,0.0,0.0,Queen Bee
102001,1,3.65,1.1037079503704343,0.0,1.2998046875,Like Someone in Love
102001,1,3.65,1.1037079503704343,0.0,0.7998046875,Like Someone in Love
102001,1,3.65,1.1037079503704343,0.0,0.35009765625,Like Someone in Love
102784,1,3.55,0.8395172411493488,-0.21045193172372667,0.0,Two Rabbits
103328,1,3.5,1.99366712661,0.0,1.150390625,Holy Motors
103332,1,3.5,2.040286776351949,0.0,1.2998046875,Ruby Sparks
103689,1,2.9,0.9726574546316265,0.0,0.0,Post Tenebras Lux
